layer	latent	clinical_exp	model
20	8661	"""The token \""so\"" is activated when it is used to indicate a consequence or a logical connection between two events or conditions, often implying a cause-and-effect relationship."""	9B
20	8665	"""Medical or educational grade levels, or anatomical references to the spine, particularly the cervical vertebrae."""	9B
20	8666	"""Numerical values, especially those indicating measurements, laboratory results, or changes in values over time."""	9B
20	8667	"""Numerical values, units of measurement, and medical test results or parameters."""	9B
20	8668	"""The aorta."""	9B
20	8670	"""The model is activated by phrases or sentences that describe a patient's condition, treatment, or medical procedure, often involving a transition or a change in the patient's state."""	9B
20	8671	"""Temporal references or indicators of time, including current, past, present, and future states or changes."""	9B
20	8672	"""The model is activated by tokens that are part of a medical abbreviation or a unit of measurement, often in the context of medication, dosage, or medical history."""	9B
20	8673	"""Medication names or dosage instructions."""	9B
20	8675	"""Medication names or abbreviations."""	9B
20	8677	"""Tobacco or smoking-related information."""	9B
20	8679	"""Terms related to childbirth, specifically the baby or the process of delivery."""	9B
20	8681	"""Eligibility or qualification for a medical procedure, treatment, or screening."""	9B
20	8682	"""Possessive forms of the word \""patient\""."""	9B
20	8683	"""Units of insulin administered, often in conjunction with blood glucose levels."""	9B
20	8688	"""Medical terms or phrases, often related to patient care or medical conditions, particularly those that are technical or specific."""	9B
20	8689	"""Phrases or words that indicate a relationship, action, or connection between entities, often involving a verb or preposition."""	9B
20	8690	"""Definite articles (\""the\"") preceding anatomical locations or body parts."""	9B
20	8691	"""Medical terms, diagnoses, procedures, or conditions, often appearing in specific contexts such as chief complaints, allergies, or discharge diagnoses."""	9B
20	8693	"""The model is activated by tokens related to hospitalization, including times of hospitalization, such as admission and discharge, and phrases that indicate the patient's status or actions during their hospital stay."""	9B
20	8695	"""Units of measurement, medical abbreviations, or punctuation used in medical prescriptions or instructions."""	9B
20	8696	"""Punctuation marks and certain tokens that are part of a medical record's formatting or metadata, such as dictation indicators, colons, and periods."""	9B
20	8699	"""The model is activated by phrases indicating consideration or preparation for a potential medical intervention or procedure."""	9B
20	8700	"""Motor Vehicle Collision (MVC) mentions."""	9B
20	8701	"""The model is activated by tokens that are part of a medical record's structured format, specifically section headers or keywords that indicate a specific type of information, such as medication schedules, medical history, or clinical findings."""	9B
20	8702	"""Medical terms or phrases, particularly those related to diagnoses, treatments, or symptoms."""	9B
20	8703	"""Colon usage, particularly in medical notation and formatting, often indicating a key-value or label-data pair."""	9B
20	8704	"""The model is activated by mentions of tobacco use and left ventricular conditions, indicating a pattern related to cardiovascular health and risk factors."""	9B
20	8705	"""Abbreviations or symbols used in medication instructions or labels."""	9B
20	8706	"""Polite directives or requests, often beginning with \""please\"" and typically involving actions or instructions."""	9B
20	8708	"""Medical terminology, abbreviations, and units, often related to diagnoses, lab results, or medical procedures."""	9B
20	8709	"""Punctuation marks, particularly those used to denote the end of a sentence or to set off parenthetical information."""	9B
20	8711	"""The presence of the word \""necessary\"" or its variants."""	9B
20	8712	"""Punctuation marks that indicate the start of a parenthetical note or a quotation, particularly left parentheses, colons, and words that introduce a note, such as \""Note\"" or \""This is\""."""	9B
20	8713	"""Medical terms, conditions, or treatments, often related to cardiovascular health."""	9B
